canonical	count	symbol	root	quality	pitch_names	root_qual	chord_size
"000001100011"	11	*	G-	major	G- major	F G- B- C-	4
"000110010000"	235	*	E-	major	E- major	E- E G	3
"010100100000"	573	*	D#	minor	D# minor	C# D# F#	3
"110000000100"	170	*	A	other	A other	C C# A	3
"100001000100"	51127	F/C	F	major	F major	C F A	3
"100000011010"	190	A-M9/C	A-	major	A- major	C G A- B-	4
"000001010110"	484	Gm9/F	G	minor	G minor	F G A B-	4
"000110100100"	444	*	F#	minor	F# minor	E- E F# A	4
"100100000001"	392	*	C	minor	C minor	C E- C-	3
"000000011010"	737	*	G	minor	G minor	G A- B-	3
"101001101100"	5	D/o7/CaddA,F#	D	other	D other	C D F F# A- A	6
"010000101010"	121	F#/C#addG#	F#	major	F# major	C# F# G# A#	4
"011010110010"	5	D+M11/C#	D	augmented	D augmented	C# D E F# G A#	6
"000000001101"	963	*	G#	minor	G# minor	G# A B	3
"100000010111"	8	*	A	minor	A minor	C G A B- B	5
"100100001010"	626	A-/CaddB-	A-	major	A- major	C E- A- B-	4
"110101001010"	5	B-m11/C	B-	minor	B- minor	C D- E- F A- B-	6
"101011010010"	70	C11	C	major	C major	C D E F G B-	6
"000110101101"	49	F-M11/C-	F-	major	F- major	E- F- G- A- B-- C-	6
"001001101011"	5	B-7/DaddF#,B	B-	other	B- other	D F F# A- B- B	6
"101010010100"	362	Am7/CaddD	A	minor	A minor	C D E G A	5
"100100001100"	157	A-/CaddA	A-	major	A- major	C E- A- A	4
"111000010000"	29	CpoweraddD-,D	C	other	C other	C D- D G	4
"111001000100"	21	D-+M7/CaddD	D-	augmented	D- augmented	C D- D F A	5
"001100100000"	418	*	D	major	D major	D D# F#	3
"001101001110"	14	B-7/DaddA,E-	B-	major	B- major	D E- F A- A B-	6
"110000010001"	24	CpoweraddC#,B	C	other	C other	C C# G B	4
"110101001000"	36	D-M9/C	D-	major	D- major	C D- E- F A-	5
"101001100100"	102	Dm7/CaddF#	D	other	D other	C D F F# A	5
"001000100111"	20	B-+M7/DaddB	B-	augmented	B- augmented	D F# A B- B	5
"001110010001"	33	E-+M7/DaddE	E-	augmented	E- augmented	D E- E G B	5
"101001011001"	42	G7/CaddA-	G	major	G major	C D F G A- B	6
"110001010001"	13	Gdom7dim5/C	G	other	G other	C D- F G B	5
"010011100010"	28	F#7/C#addE#	F#	major	F# major	C# E E# F# A#	5
"000010001101"	803	EaddA	E	major	E major	E G# A B	4
"000010110100"	560	*	F#	minor	F# minor	E F# G A	4
"001110011010"	5	E-maj7/DaddG#,E	E-	other	E- other	D E- E G G# B-	6
